Tweet,Label
"Kerja keras itu biasa, yang merasa cukup itu baru luar biasa. #BesokSenin",1
"#BesokSenin udah siap kerja lagi. Harus semangat, undangan nikah sudah menanti juga buat didatengin. Kali aja ada mau ke nikahan mantan senin besok, bisa baca tips dulu.
https://t.co/D1uFX8esB3",1
"#BesokSenin inget ya kalian harus kerja biar banyak 

DUID 
DUID
DUID
DUID
DUID
DUID
DUID

karna KALIAN perlu makan :)",1
"#BesokSenin kerja lagi, untung kagak ada upacara dulu",1
Kalo kerja sift 3 gini ni. Berangkat cakep bgt kaya mau dateng kekondangan eh pulang kerja udh kaya wajan abis goreng ayam #BesokSenin,1
"Yang besok harus bangun pagi karena
Kerja, kuliah atau sekolah 
Semangat ya !!! 
Semoga besok adalah hari yang menyenangkan

#BesokSenin",1
"Suka emosi sendiri sama orang yg ngmong

- #BesokSenin 
- Bisa ga hari senin dihapus
- senin hari horror
- #BesokSenin bgun pagi,buat kerja la, sekolah la, upacara la

ANDA SEMUA LEBAY TOD!,, tai ajg lah",-1
"#BesokSenin report bulanan dah nunggu... 🌹 
Semangat kerja...
Demi menghalalkan jodoh yang belum nemu... Haha",1
"Yang ngeluh karena #BesokSenin , pengen ngerasain nggak jadi kita yang harus kerja tiap hari tanpa ada hari libur.",1
"#BesokSenin ya kerja lah,ngapain lagi?",1
"Apakah aku sendiri yang kepikiran? 
Udah kuliah langsung kerja
Sambil kerja bangun rumah
Rumah udah selesai nikah
udah nikah langsung pindah rumah sendiri?
Kayaknya hidup nggak semudah itu deh bro..... 
#BesokSenin Putus Nikah #kuliah #haticumarindu",1
"Teman kerja uda 3 malam nyanyi lagu:
""Harusnya aku yang di sana dampingimu bukan dia, harusnya aku yang kau pilih bukan dia""

Nyanyinya pake gitar🤭🤭🤭🤭🤭
(Mau videoin takut dosa)

Kira2 ada apa yaa dengan dia?🤔🤔🤔🤔

#BesokSenin https://t.co/2pdb8GaZWO",-1
"Malangbong macet, paginya masuk kerja, ayolah bersahabat
#BesokSenin",1
"Letih oui males besok kerja siang....

#BesokSenin https://t.co/1dqp7cVUVo",-1
"pengen Cepet"" senin,masuk kerja lagi.... mulut gak tahan pen ngeghibah #BesokSenin",1
"#BesokSenin
Kalo gue sih kerja. Kuliah gue libur sampe bulan Maret. Gue gak takut #BesokSenin karena gue yg nentuin kapan gue mau libur",1
Harus semangat ngumpulin niat masuk kerja....#besoksenin,1
Semangat nyetrika baju kerja #BesokSenin https://t.co/7aHZBNQYBh,1
"02.02.2020

Hari ini, minggu.
Libur kerja dan libur kuliah tapi, 
Tetep belajar, besok UAS🙃

Semangat aku #BesokSenin",1
"#BesokSenin rasanya males bgt buat liat tempat kerja 🙁
#akugakpapa https://t.co/777Nav7R0O",-1
"Jangan tidur malam ya besok kerja :) 
 #BesokSenin https://t.co/vN4EYWK5Zh",1
"Jangan jatuh hati dengan rekan kerjamu, karena saat kamu dipatahkan maka kamu kehilangan 3 hal : gebetan, teman , dan semangat kerja... #BesokSenin #ambyar #NoteToSelf",-1
Mau #BesokSenin atau mau minggu lagi tetep gak ngaruh sama buruh kyk gua.. tiap hari kerja... #liburgakmakan https://t.co/iuqMLOSbCi,1
"#besoksenin mau senin mau selasa gaada bedanya, kerja terus bagai kuda 👌🏻",1
"Ingat #BesokSenin siap"" kerja https://t.co/aXpCqi65jJ",1
"Masih aja bergadang hal yg ga penting padahal besok kerja, dasar aku #BesokSenin",-1
"#BesokSenin yang sekolah, kerja dan yg usaha semangat. gw mah rebahan aja",-1
Rindu suasana kerja #BesokSenin,-1
"#BesokSenin

Semangat dah yang besok kerja, kuliah, sekolah atau nganggur

Ada salam dari keropi https://t.co/YUYwSOXZ1k",1
"Yang kerja semangat kerjanya
Yang masih sekolah,tetap fokus pada pelajarannya 
#BesokSenin https://t.co/1eUYWQcdwg",1
"Sudah 5 bulan menganggur, dan 1 minggu kerja.. Baru bisa ngerasain yg namanya Sambat di hari senin #BesokSenin",-1
#BesokSenin ? Santuy ae kerja masih libur wkwk https://t.co/0saF6C525l,1
"Jaga kesehatan ya mblo, jangan ampe sakit, besok senin loh kerja kerja😋
.
#BesokSenin  #AlasanPutus https://t.co/ZthVklmDBt",1
"Maunya besok tetep rebahan, tapi kenapa harus kenal serangam kerja lagi 😒#BesokSenin https://t.co/CQadRy9e41",1
Woii pengangguran #BesokSenin jangan lupa kerja.,-1
Rasanya besok pengen rebahan seharian gantiin hari ini yang di pake jadi pager ayu capeeek. Tapi #BesokSenin kudu kerja😢 https://t.co/iNUgP6WUb6,1
#BesokSenin semangat kerja jangan kalah sama senin okayy! https://t.co/NHCSzNCUEP,1
"Di bawa kerja pagi siang malem dalam waktu seminggu badan langsung drop parah gimana ntar di bawa lawan ya'juj dan ma'juj..
.
.
#WelcomeToIndonesia
#BesokSenin",-1
#BesokSenin benci banget klo skrg malam Minggu. Mikirin besok kerja tapi pengennya bolos 🙄🙄,-1
"#BesokSenin
untuk yang kerja semangat kerja.
untuk yang sekolah semangat sekolah.
untuk yang kuliah semangat kuliah.
untuk yang libur semangat rebahan.
wes, ndak usah dipikir dowo 🍻",1
"#BesokSenin cuuyy yg kerja selamat berjuang. Yg lagi berjuang jangan menyerah ya, walaupun katanya jodoh dan rejeki ada di tangan Tuhan.. kalau lo ga ada usaha juga Tuhan ga akan kasih ke elu 😁",-1
"#BesokSenin
Kerja pagi - males bangun pagi
Kerja siang - males berangkat
Kerja malem - malesin ngantuk",-1
#BesokSenin minggu aja kerja besok senin ya santai aja https://t.co/gNfYztKJPa,1
"Usai sudah liburannya, besok kerja lagi #BesokSenin",1
"#BesokSenin
Besok udah gak kerja,
Besok udah jadi kaum rebahan :v",-1
"Besyukurlah kamu besok masuk kerja, karna masih banyak orang di luar sana hari senin sibuk cari kerja. #BesokSenin",1
"Cewek itu harus kerja keras, karna laki2 butuh makan, kopi dan rokok #BesokSenin https://t.co/EA07oOMcbA",-1
#BesokSenin dan aku bersyukur bisa ngerasain liburan 2 hari (Sabtu &amp; Minggu). Berasa banget istirahatnya. Soalnya selama ini tiap sabtu pasti aku kerja. https://t.co/waVBRADxwI,1
"Rekan kerja baru, penugasan baru, semangat pun baru. Di tengah kebaruanmu di tempat baru, jangan lupa beri kesan pertama yang sempurna bagi sekitarmu yes :) 
⁣
Series ""LEARN"" eps 2 akan menemanimu menyambut #BesokSenin ~
Check it out, Ces!! 👇🏼
⁣⁣
#webseries
#learningculture https://t.co/yHDzWcsU7j",1
"https://t.co/VFfWET53Cz

Meskipun #BesokSenin kami tetap semangat untuk kerja dimana sekarang lagi buat #ArtikelIndonesia untuk semua #GameSlotOnline yang ada di #Indonesia salam jauh dari #GTA777 https://t.co/uRvJhDDd7l",1
"#BesokSenin semangat kerja,semangat ngiklan,semangat ngomset😊😊

Saya menjual tas selempang wanita sophie paris seharga Rp98.000. Ayo beli di Shopee! https://t.co/PhnfiQbfnW",1
"#BesokSenin udah masuk minggu terakhir kerja , udah harus fokus belajar lagi untuk test. Ya semoga yg disemogakan tidak hanya sebatas semoga :)",1
Perlu pembekalan untuk semangat kerja lagi.#BesokSenin,1
"Rasanya pengen libur trus,gk kerja ,tpi banyak uang ,males banget buat ,,, #BesokSenin",-1
pengen AFK aja pas jam kerja #BesokSenin,1
"""Libur adalah kata kerja""
Tapi #BesokSenin hehe",1
"IPK CUMLAUDE
         WISUDA SESUAI RENCANA
         NGELAMAR KERJA LOLOS

         Alhamdulillah kenal anak BOS
             Eh jadian, terus nikah
                    AUTO KAYA RAYA

           SELAMAT BERAGAN-ANGAN      #BesokSenin",1
"Gak tau hari ini harus seneng apa engga, di satu sisi tadi pagi jogging dapet 8KM, tapi disisi lain, baru tadi siang cuci motor sendiri (bukan disteam motor) eh malem nya udh ujan, dan sekarang msh ditempat kerja gabisa pulang karena ujan deres, mana laper blm makan. #BesokSenin",1
"#BesokSenin
SEMANGAT mutual ku yang besok :
Sekolah
Kuliah
Kerja 
Nyari Kerja 
#SemangatYaKamu",1
"#BesokSenin okeee besok udah Senin lagi 😅 semangat buat kamu yang kerja, kuliah, holiday, maupun kaum rebahan ☺️ https://t.co/KG5OI1ezAh",1
"Dahlah gengs #BesokSenin waktunya cari uang buat yang kerja,waktunya cari ilmu buat yang cekula:))",-1
"Sejak sebelum lulus kuliah, kebanyakan orang sudah memiliki pekerjaan impian. Atau setidaknya, sudah punya bayangan ingin jadi apa dalam waktu 5-10 tahun nanti. Namun, semuanya seolah berbeda setelah benar-benar terjun di dunia kerja. #BesokSenin",1
"#BesokSenin sampe jumat, hari terakhir kerja sebelum habis kontrak,eh temen bangsat sempet sempet nya bilang, ""wah yg mau bebas""  bebas pelermu botak!! https://t.co/QrX0PvYN7q",1
"Bersyukur itu saat hari senin kita harus kerja, bukan cari kerja #BesokSenin !!!",1
Parampampam libur habis #BesokSenin kerja keras lagi😂,-1
"Semangat besok kerja, karna harga diri laki-laki adalah bekerja. 
#BesokSenin https://t.co/9sCVrLxZhQ",1
"Suatu hari nanti, jika keadaanku sudah jauh lebih baik. Tolong ingatkan aku untuk selalu rendah hati.
Semangat kerja #BesokSenin https://t.co/GEO3vTEACd",1
Yang besok sekolah kerja semangat ya #besoksenin https://t.co/WfpgE9PuAH,1
Tapi kalau #BesokSenin nya kamu berangkat kerja naik krl ya nasib! Tetep semangat,1
Inget ya kalau #BesokSenin tuh bersyukur berangkat kerja di hari Senin sebab tak seberat beban orang-orang yang sedang menganggur dan mencari kerja,1
"#BesokSenin  ya?

 Mau ingetin doang, kok! 

Ayo yang sekolah, kerja, kuliah,  nyuci baju hari ini. Kalo yang nganggur mah bebas cuma bisa rebahan wkwk. Yang sabar ya kalian. Hihi🤣",1
"cara terbaik belajar mengatur keuangan adalah kerja di tempat yang paling gak kita suka. dari situ kita bakalan mikir mikir buat belanjain uang yang susah payah kita dapetin. 
terkecuali lo anak orang kayeee
#BesokSenin #pelajaranhidup",1
"#BesokSenin enaknya rebahan dari pada kerja. Huhu

@Kulinobareng_ @tweetGoblokmu @yowesss_maapp @KulinoDewee https://t.co/vC9lH7gPMu",-1
#BesokSenin ayo kerja keras buat masa depan https://t.co/ksQyJl25Up,-1
"#BesokSenin waktunya rutinitas kerja.

Kata ""ORANG TUA"" jangan lupa jaga kesehatan 😊 https://t.co/tGI5uqJo5d",1
"Jangan lupa #BesokSenin so gunakan minggu ini untuk yg bermanfaat, contohnya kerja😶",1
"Terimakasih ayah, karena mu aku bisa kerja sambil ngejalanin hobby ku (tiduran). #BesokSenin",1
Yang terbaik menurut kita aja atau menurut kamu atau aku #BesokSenin yaahh...  Masuk kerja lagi.,1
"Yang #BesokSenin nya kerja, jangan ngeluh!
Ingat diluaran sana masih banyak orang yang hidupnya lebih enak dari kalian.

Camkan!",1
"Libur nya minggu - happy happy nya sabtu malam.
kerja nya senin - capeknya udah dari minggu. 

Astagaa, dasar aku :)
#BesokSenin",1
orang orang baru besok kerja kalo saya sekarang udah ngacir #BesokSenin,-1
"#BesokSenin waktu nya kerja lagi dan lagi, jd nikmatin hari minggu buat mantai🏝🌊🌊 https://t.co/KOeZFtfyzN",1
Jangan lupa besok kerja #BesokSenin https://t.co/qBFVr3fdoD,1
Yang mager karena #BesokSenin mana suaranyaaaaaa??? Kalau Jadimin mau besok hari apa juga tetap mesti kerja jadi admin akun Jagadiri 😂,-1
"Besok senin ya...
Org2 mulai kerja... Gw libur itu enak nya usaha di banding kerja gaes
#BesokSenin #bobo",1
#BesokSenin yakin gabakal ajak keluar dulu? Bsk kan kerja lagii https://t.co/nsAEbukpKx,1
"Minggu pagiii kerja bakti dulu sehabis itu ikut #MingguRebahan, #BesokSenin dilanjutkan kembali. #MingguSemangat https://t.co/TtScoVOfJQ",1
#BesokSenin .. sukses itu karna kerja keras bukan bermalas malas ... Bangkit dan semangat #kitabisa https://t.co/DKXBst2QMn,1
"Foto di tempat kerja Y apple karoke lokasi grand taruma kuy yg mau bo wa 083110590673 hrga d bawah 500 engga usah chat!Stay kosan.utamakan format twitter FISHA ALIA. 
#bokarawangkota
#openBokarawang
#bocikarang
#bobekasitimur 
#PacarIdaman 
#wpkarawang
#BesokSenin 
#cewekbisyar https://t.co/0M1spRy3i5",1
Karna #WhatsAppDown mending kerja karna #BesokSenin siapa tau dapat cuan😁🤣 https://t.co/uOiY42SI8J,1
"Kayaknya baru kemaren jumatan+dapet nasi bungkus wkwk, eh udah mau balik lagi aja ke rutinitas.

Buat yang besok :
-Ulangan
-Tes Praktek
-TUC
-Dapet kerjaan baru
-Nyari kerja

       ""Semangat slurrr, kalo
        mau duit emang butuh do it 
        sih yakan""

 #BesokSenin https://t.co/3ZR63jgja4",1
"Gak perduli #BesokSenin atau apa, jadwal kerja gua gak kek klean😂😂",-1
Ada apa siih dengan besok?Sekolah?kuliah?apa kerja?apa rebahan...#BesokSenin,-1
"#BesokSenin yg sekolah/kerja/pengangguran semangat yak, tetep haha hihi meski beban hidup berat sekali .",1
"Orang pendidikan tapi ga punya etika
Maghrib, hari Minggu, mendadak nelpon, ga ijin dulu kek apa kek
Kalo urusan dia sendiri aja ga liat waktu
Kontrak kerja ga termasuk ngeladeni elu pas hari libur 
#BesokSenin",1
"pengen hidup senang kaya tanpa kerja susah bisa kali ya??
#BesokSenin 
#ambyarrrr",1
"Kerja nya mah semangat, tapi perjalanan ke kantornya yg bikin males, jauh bnged, mw nangis rasanya tiap hari (TT)

#BesokSenin",-1
"Male kerja, males bangun pagi😪 #BesokSenin",-1
Iya besok kerja. #BesokSenin,1
Weekand yo kerja #BesokSenin #MingguRebahan #minggusantuy #kerjateruskayanggak https://t.co/ECuuGCg4fU,1
"Masa depan sama gua tuh udah pasti bakalan bedaa..
Orang orang hari senin sibuk pada berangkat kerja,kita mah siap siap buat sepedahan...
#BesokSenin",1
"Gak ada hari tanpa kerja💪
#BesokSenin https://t.co/u6c90z4LbH",-1
"Menolak tanggal merah, kerja kerja dan kerja :)
#BesokSenin",-1
"Aduh cepet kali rasanya seminggu ini😂😂 yg sekolah kerjakan PR nya, yg kuliah belajar baek² biar cpt kerja, yg kerja bagus² kerja nya biar naik jabatan &amp; gaji😂🙏🙏#BesokSenin",1
"ㅤ

Kerja dibunuh deadline
Nganggur dibunuh mulut 
Tetangga .
#BesokSenin

ㅤㅤ",-1
"#BesokSenin yauda Iyah aku tau
Waktunya kerja",1
"Walaupun kata kamu #AnakSultanMahBebas #BesokSenin Kamu harus tetap #ciuman Sama mama, ayah, suami/istri kamu untuk pamitan berangkat sekolah, kuliah atau kerja oke. Jadilah orang yg selalu ingat keluarga karna keluarga lah yg mendukung dan mendoakanmu senang/susah. kiss 😘💋 https://t.co/A38mIUqpFY",1
"#BesokSenin
Kerja lagi
Cari duit lagi
Buat modal nikah lagi
Kok nikah lagi sih 😂 buat modal nikah aja udah gapake lagi bego wkwk https://t.co/nYLliNJ7Z4",1
"#BesokSenin adalah hari kemerdekaan bagi kaum rebahan alias pengangguran. Yang pengen punya duit banyak tapi nggak pake kerja.
Bangun bangun udah bergelimang hartaaaaaa~ aja gitu. Kalii:)",1
"Ternyata benar lelaki itu harus kerja keras biar gk di ijek"" biar di hargain sma perempuan #BesokSenin https://t.co/bf7uBaNDIv",1
"Kerja tiap hari pagi sampe sore selama berbulan2.. duitnya di tabung lalu belikan sesuatu yang berharga buat ibu. Dan dia tersenyum bahagia..
Rasa capek yg kudapat hilangggg..

#BesokSenin semangat bekerja",1
"Tidak membanggakan menerima hasil tanpa kerja keras, tetapi rasa bahagia itu datang ketika kerja keras kita bisa menghasilkan.
#selfreminder 
#weekedn 
#minggu
#BesokSenin https://t.co/5aC9sIpTUD",1
"#BesokSenin
Senin selasa dn hari lain bgi q SAMAAAA
kerja kerja daaannn kerjaaaaaaa...
Ra tau liburrr joonnn....
Nasib ddi kuliii....",-1
#BesokSenin juga gak ngapalah orang kerja gak ada libur😪,1
"Siapin kopi + kertas + pena , siap tuk kerja.. #mingguproduktif #BesokSenin #BangsatBangsa #AnakSultanMahBebas  + song
https://t.co/YmNAU33T0L",1
"semangat pagi jiwa"" yg lelah pulang lembur #BesokSenin dah kerja lagi..
•
•
•
kulihoahoe
pejuangmahar",-1
"gara gara @telkomsel ngedaur ulang no saya yg gak ke isi ulang pulsa, sy gak kerja sudah 2 hari ini, #telkomselasu #BesokSenin",-1
#BesokSenin ya sperti biasa...ke kantor...kerja...sorenya pulang ktemu king prabu...#myking https://t.co/1xvXj7w2cM,1
"hari senin bodo amat yang penting semangat kerja
 https://t.co/dMbDqI8aGS

#bodoamat #lagiviral #orangsenang #bacotsantuy #BesokSenin #School2020 #tidur #musikenakseharian #NewRelease #lagusingle https://t.co/A9IyGhp6lk",-1
"#BesokSenin 
Senin Wayahe upacaraN lah . Nek aku yo tetep rutinitas kerja 😂 https://t.co/U2cm2Nffq3",1
"sesusah susahnya bekerja, lebih susah lagi kalo ga kerja #BesokSenin https://t.co/RKLdXz6o6H",-1
"Iya aku tau besok senin tapi aktifitas kerja ku libur dihari senin,dikala kalian harus bekerja dan sekolah aku yang tinggal rebahan #BesokSenin https://t.co/XoC0zePxEk",1
"kirain lowongan kerja. serius deh.
taunya ginian:)))
#BesokSenin #masihlibur https://t.co/IgiFV8fmXp",1
"Susah molor , akibat rebahan seharian 🥴 padahal #BesokSenin harus kerja lagi 😫",-1
"Iye tau besok senin gausah lah pake hestek2 #BesokSenin 
Mending sekarang tidur, besok kerja.!!",1
"Kadang suka mikir, kamu kuliah? Iya. Kerja? Iya. Tidur? Engga 🤦‍♀️ lohh
#BesokSenin",1
"#BesokSenin besok libur kerja, happy monday https://t.co/4XCgJkZQcU",1
"Tidur... besok kerja lagi.
Karena resign butuh banyak modal #BesokSenin",-1
#BesokSenin aku libur kerja dan libur kuliah 👌,1
Liburnya udah slese cuy inget besok udah kerja lagi.  . #BesokSenin https://t.co/wUutf5jZ9O,1
"Besok kerja woi . Inget urgent

#BesokSenin",1
"#BesokSenin Sayangg, semangat sekolahnya, semangat buat yang ujian, semangat buat yang kuliah, semangat buat yang kerja, semangat buat yang masih berjuang tapi gaada kepastian.
😘😘😘 #School2020 https://t.co/NDXWfCEYLl",1
"#BesokSenin liburan telah usai, siap2 yg kerja besok masuk pagi 🥱 https://t.co/wDoKg9Ra3L",1
"Yang sekolah, sekolah.
Yang kerja, kerja.
Yang sendiri, sukurin.
#BesokSenin",1
"#BesokSenin tetep aja rutinitas nya kerja kerja kerja😞 bangun-mandi-kerja-pulang-tidur-bangun-kerja lagi dst😒

Kapan holiday nya??😣😭

#sambatmaneh",1
"#BesokSenin semangat yok kerja kerja

Bgst semangatin diri sendiri:)",1
"#BesokSenin inget hawanya laper burungnya berdiri,jd semangat kerja yg semangat klo ada duitnya",-1
"Kayanya bagi yg kerja di bidang kesehatan ga ada artinya besok senin atau selasa.
Yg mereka ingat : pagi ,pagi, siang, siang, malem , malem ,lepas , libur :(
#BesokSenin 
#PATELKI
#PPNI
#kesehatan",1
semoga #BesokSenin ada panggilan kerja amin https://t.co/h8bZeYS4Iq,1
"Senin ya kerja 
Daripada senin nyari kerja

#BesokSenin",1
Iya tau #besoksenin . Gaboleh telat dateng ke tempat kerja biar ga di surakin lagi gara gara telat apel :),1
Senin-Jumat kerja Sabtu kuliah dan Minggu diisi dengan kegiatan yang saya suka exp: bertemu dengan orang yang menyenangkan untuk menghilangkan rasa lelah saya:) dan hallo #BesokSenin,1
"Tidur jangan malem2 ya
Besok kan udah masuk kerja
Biar ga telat,dan bangun lebih awal
Semangattttttttt ❤️ 
(Kalo ngucapin ginian ke jomblo pasti auto baper ) 
 #BesokSenin",1
#BesokSenin Kerja yang rajin biar gak miskin https://t.co/SixsjFkQHo,1
"#BesokSenin dijadiin alesan buat tidur awal karna kerja. Pamitnya sih gitu ke gebetan, padahal mah masih maenan twitter 😁",1
#BesokSenin kerja mulu kaya kagak :((,1
"#BesokSenin kita jalan ya, biar yg senin kerja pada iri https://t.co/45Lg4KdoLb",-1
"Yang besok ujian belajar ya
Jangan maen hp mulu

Yang besok kerja tidur ya
Liburan masih lama

Yang ga ngapa2in sabar ya
Rebahan aja dulu

#BesokSenin",1
#BesokSenin Semoga ada hasil yaaaaaaa. Bismillah nyari kerja ;( https://t.co/iY1anJsHMV,1
Jangan sambat trus.kerja nyata #BesokSenin,1
"baru kali ini ngerasain #BesokSenin yg beban bgt.
plis udh kerja aja gamau uas uas apalah itu",-1
"#LangitBandung emang indah, tapu aku tetap betah rebahan. #BesokSenin soalnya, waktunya kerja. 

Poem by MoEl🍁
12 Januari 2020
Judul puisi nya gk tau apa. Tpi nama filenya di hpku si ""Puisi gblk"".
#PuisiSpontan lagi. Krna bkin #PuisiBucin yg nulis ribet. Jdi kbnyakan mikir. https://t.co/rUCiZntwHq",1
Mau #SetorFoto dulu setelah libur kerja karna #BesokSenin jadi tidur lebih awal https://t.co/9Stvti1b6B,1
#BesokSenin sudah kerja lagi https://t.co/Aft2JqVH3L,1
"Alhamdulilah tak terasa #BesokSenin
Buat yang kerja maupun sekolah, semoga d lancarkan dan dimudahkannya.
Eehh jangan lupa pula besok itu ada peristiwa penting juga loh.
Penaklukan konstantinopel oleh Muhammad alfatih #muhammedfatihsafitürk

#سلطان_فاتح_کے_نقش_قدم_پر",1
Lumayan besok libur kerja 💃 #BesokSenin,1
#BesokSenin semoga cpt dpt kerja. aamiin 🙏,1
"#BesokSenin 
Kerja lagi, semangat https://t.co/7N0RMbzmcq",1
"Lepas Penat seharian keliling @infopekalongan rehat dan fresh kembali di Rest PG Banjaratma Brebes , Ceria Lagi menghadapi #BesokSenin and kerja lagi 😍🤣
@cakimiNOW @Jazilul_Fawaid @CucunA44 @masbams70 https://t.co/Vke63hSKjF",1
"@sellamtf Aku harus semangat, besok interview kerja #BesokSenin",1
"Pagi kakak, pada ngapain aja ni pagi ini, kalau aku sih kerja sambil rebahan, ngkk tau kalau kakak, ngpain pagi ini, Smngat ya kakak untuk aktivitas nya hari ini kakak, Jangan lupa Dm dan retweet ya kakak,  😅
#pilotGARUDAarogan 
#BesokSenin 
#pagi 
#SeninAmbyar 
#DAY6 
#sange https://t.co/kHztEYcjwv",1
"Sadar, sesadar-sadarnya, ini udah hari Senin. But please, mental belom siap buat kerja besok. 😢😭

#GenerasiRebahanSantuy2020
#BesokSenin 
#SeninAmbyar",1
"Hutang atau tanggungan emg bikin ga tenang, tp itu salah satu faktor yg bikin kamu jd semangat kerja, ketimbang cita-cita #BesokSenin",1
Yaudah iya kerja lagi iyaaaaa #BesokSenin,1
"yang mau sekolah  yang mau kerja yang mau rebahan silahkan, masa depan lo ada ditangan lo, yang penting jangan lupa sarapan biar sehat, panjang umur, biar ngerasain yang sekolah nikmatin ilmunya yang kerja nikmatin hasilnya yang rebahan doang ngerasain suramnya  #BesokSenin",1
Semangat besok kerja #BesokSenin,1
"#BesokSenin 
BOBOK INDAH BESOK PUSHRANK KERJA KITA COK SUDAHI CUTI BERSAMA NYA 👌 https://t.co/6niht3xbUK",1
#BesokSenin jadi besok adalah kuliah pertama di 2020. Sama masuk kerja pertama di 2020. Dan itu rasanya jadi pengen rebahan lagi,1
"#BesokSenin 
bagaimana aku bisa memilikimu yg sencantik itu, sedangkan aku hanya biasa saja
Apakah aku harus bagun pagi"" dan kerja keras untuk sebuah nilai yg bisa mendapatkan dunia berserta isinya termasuk kamu.
Padahal dunia ini fana dan tak lebih",1
"#BesokSenin cuman mau ngucapin semangat! Buat adek adek yang kembali sekolah, buat mba dan mas yang kerja cari duit bayar cicilan, dan kamu yang berjuang tapi masih dianggap teman.",1
"#BesokSenin
Tidur , besuk kerja loh :) https://t.co/KJW9CRtPw9",1
Bye holiday besok kembali kerja lagi 😊#BesokSenin https://t.co/LQP8mQI0AI,1
"Alhamdulillah setelah terbaring 15 hari  diRUMAH SAKIT dan sembuh 
 #BesokSenin  awal kerja dan yg paling malasnya itu harusss 

Apel pagii......",-1
"Usaha : alhamdulilah besok senin
Kerja  : sial besok senin
#BesokSenin",1
"Nikmati liburan mu sebelum #BesokSenin kerja, persetan dengan hari senin!! https://t.co/YPoFENEwIe",1
"Setelah seharian menyibukan diri ditengah pernikahan orang, tetiba kezeel inget #BesokSenin masih harus kerja rodi 😞",-1
Thank for today my bucin❤ gaberasa #BesokSenin km kerja lagi. Huhuhu,1
"Ingat lebaran, semangat kerja. #BesokSenin https://t.co/AV7AlWLw6l",1
"Gak perlu liburan. Di Bandung bersama mama aja udah seneng.
Selamat menempuh hari kerja lagi Yockie~
#BesokSenin",1
"#BesokSenin sad ojol

""Yes anyep gue berhenti besok, bodo amat yang sekolah,yang kuliah, yang kerja pada ngeluh, yang penting besok gue tupo, BY BY anyep masal""",-1
"Jangan lupa bang ! #BesokSenin ,semangattt kerja yee 👌🏻 https://t.co/7yADCqlpFF",1
"Besok kerja tp sakit 😷
#BesokSenin https://t.co/kEzgkt1qzL",-1
"Sugeng dalu jangan lupa #BesokSenin bangun pagi buat yang kerja, yang di kerjain yang sabar aja 😧",1
"Back to reality❤️
Semangat buat yang liburan
Semangat buat yang ujian
Semangat buat yang kerja
Semangat buat yang sekolah
Semangat buat yang rebahan
Semangat buat yang jomblo
Semangat buat yang gak diberi kepastian
Semangat buat yang kaka ade an
:') heuheu
#BesokSenin",1
"Alhamdulillah libur 2 Minggu berfaedah, ga dipake buat rebahan doang. Semangat kerja! #BesokSenin",1
#BesokSenin kerja kerja kerjaaa kerja hahaha.... https://t.co/EJMuJVQPc2,1
"#BesokSenin yang lain sibuk kuliah,  kerja,  sekolah.  Gua masih libur aja rebahan mulu hihihi https://t.co/0cIAHks6pW",1
"Besok senin ya 😍
Semangat buat tuman2ku yg skul yg kerja. 
Buat yg jombloh, semoga besok jodohnya dah lahir ya wkwkkw 
Ingat, jangan telat bangun 😍 #BesokSenin #semangatsenin #besokketemujodohya #jomblo https://t.co/CWZA0e9rde",1
#BesokSenin semangat bgt aku. Karna besok hari pertama aku kerja gaesss :”),1
"Jangan lupa besok Senin.
Jangan lupa besok kerja.
Jangan lupa in aku.
Ehe #BesokSenin",1
"#BesokSenin Udah masuk kerja lagi, semangat- semangatin diri dulu malam ini.",1
"omnibus law &amp; natuna. 
mudah-mudahan besok proses &amp; hasil kerja 'ku selesai.
#BesokSenin",1
"#BesokSenin kerja pagi tapi pengin main pengin jumpa🤸🏻‍♂️

Kangen? Ketemu https://t.co/EZR31RCJHO",1
"Apa orang gendut itu gak boleh kerja? Tapi gak semuanyakan, kayanya orang gendut selain susah punya pacar, kerja juga susah apa orang selalu memandang dari fisik dulu? 

Info loker yah kak 😭 butuh banget kerja buat bantu mama 
#lowongan #lowongankerja #lokerjakarta #BesokSenin",1
"Taruh ponselmu, #BesokSenin kerja,DIA KAGA PEDULI SAMA KAMU SADAR CUK !",-1
"#BesokSenin masuk kerja.
Ujan angin enaknya tidur aja https://t.co/m5yMyznzR1",1
"Kerja terosss kaya engga 😴
Kirji tiris kiyi nggi 😑

#BesokSenin https://t.co/CcsmTHCFaH",1
#BesokSenin besok kerja jalannya nikmat bgt kaki senut2an 😢,1
"Libur 5 hari harus recovery. Cuma tiduran doang.
#BesokSenin udah mulai kerja. Jadilah hari ini main bentar😪 https://t.co/0LPo3m4W12",1
"Masih enggan berakhir mainnya apalah daya #BesokSenin mulai kerja lagi mengais2 rejeki demi aku dan masa depan cemerlang #pejuangreceh
#semangattiadaakhir https://t.co/C8Dx3LG7l7",-1
"Yang pada bingung besok mau sekolah, kuliah, kerja, dan sebagainya, semangat yak!
Gua masih libur 🙌 #BesokSenin",1
"#BesokSenin jgn lupa semangat kerja biar dapat uang trus halalin do’i secepatnya, tapi do’i nya blm ada, yaah gimana dong? 🥺 https://t.co/aDKFQW6JyC",1
Lagi mikir #besoksenin males masuk kerja hari pertama ditahun 2020,-1
